10000 99956
5568 5371 16
5568 4612 23
5569 1720 25
5569 97 18
5569 6025 24
5569 531 27
5569 6340 23
5569 82 12
5569 2836 28
5569 1806 29
5569 7572 23
5570 8625 20
5570 2276 15
5570 2689 26
5570 7672 16
5570 6486 18
5570 7450 20
5571 8158 13
5571 2358 25
5571 9383 25
5571 9998 13
5571 3832 17
5571 1759 14
5571 9783 29
5571 8062 25
5572 5773 16
5572 6719 13
5572 5335 14
5572 2748 23
5572 3135 16
5572 8651 14
5572 1947 27
5572 8702 12
5572 7333 12
5572 9933 23
5573 2160 24
5573 8263 26
5573 1758 25
5573 266 15
5573 5140 27
5573 6374 22
5573 9563 17
5573 776 28
5573 3173 16
5573 8204 14
5573 1727 22
5573 5205 21
5573 4450 11
5574 6636 12
5574 6078 22
5574 4265 29
5574 3620 16
5574 1495 26
5574 6160 11
5574 7347 27
5575 6691 22
5575 4143 13
5575 5215 26
5575 4518 11
5575 3393 14
5575 8451 16
5575 8204 25
5575 1364 23
5575 3640 27
5575 9600 23
5575 5361 25
5575 5678 22
5576 5571 26
5576 883 16
5576 3524 15
5576 5373 12
5576 8361 20
5576 6006 20
5576 8497 22
5576 9288 12
5576 8823 27
5576 7907 27
5576 5564 17
5577 4776 27
5577 8532 24
5577 2239 19
5577 9625 23
5577 1801 16
5577 6812 26
5577 7460 14
5577 2054 28
5577 1973 21
5577 7857 11
5578 483 11
5578 4881 12
5578 4391 18
5578 1246 12
5578 3884 23
5578 9832 16
5578 2800 22
5578 4015 24
5578 3631 16
5579 3790 29
5579 1082 21
5579 403 24
5579 5363 23
5579 7876 26
5579 8864 19
5579 4584 19
5579 5864 15
5579 5263 19
5579 9039 23
5580 3296 12
5580 9496 27
5580 2156 27
5580 8363 22
5580 2796 27
5580 8137 13
5580 8515 19
5580 2803 28
5580 6819 21
5580 1770 26
5580 839 17
5580 7216 28
5581 9164 17
5581 8202 25
5581 6696 28
5581 865 20
5581 5181 12
5581 9394 24
5582 673 15
5582 2491 22
5582 9042 20
5582 9308 15
5582 2918 14
5582 6002 28
5582 190 18
5582 1266 11
5582 7507 27
5583 596 29
5583 1318 18
5583 960 22
5583 2928 20
5583 2294 23
5583 9352 28
5583 3083 29
5584 5925 18
5584 6575 28
5584 7918 20
5584 6505 22
5584 4786 22
5584 5879 12
5585 8141 17
5585 3044 23
5585 5034 19
5585 3582 15
5585 6327 11
5585 2347 20
5585 2820 29
5585 1044 20
5585 8558 26
5585 9188 13
5586 9250 25
5586 6881 18
5586 8380 19
5586 4947 16
5586 4003 11
5586 4702 20
5586 5679 29
5586 7032 24
5586 4247 28
5587 84 11
5587 3154 17
5587 6242 25
5587 1450 17
5587 7294 20
5588 4609 22
5588 7905 21
5588 3358 21
5588 1815 27
5588 7976 24
5588 5534 12
5588 1289 19
5588 6446 18
5588 1714 18
5589 5750 22
5589 5794 17
5589 9270 21
5589 5795 15
5589 6991 13
5589 2003 12
5589 3160 27
5589 7577 24
5589 6351 14
5589 9826 24
5589 5850 19
5589 7128 12
5589 2813 28
5590 7901 28
5590 8391 17
5590 8661 29
5590 6634 23
5590 600 20
5590 5960 18
5590 3094 29
5591 7085 17
5591 5077 27
5591 4092 15
5591 6211 25
5591 1667 11
5591 2109 11
5591 6689 28
5591 2546 13
5591 3022 27
5592 5756 21
5592 581 26
5592 7978 11
5592 3147 23
5592 584 19
5592 8519 13
5592 3747 22
5592 9980 14
5592 7629 16
5592 144 27
5592 9365 21
5592 4911 19
5592 7172 26
5593 6677 11
5593 2023 19
5593 6031 28
5593 4077 19
5593 8039 12
5593 8949 21
5594 8315 19
5594 6742 23
5594 8809 22
5594 5314 26
5594 7277 11
5594 8349 11
5594 51 26
5594 168 13
5594 5868 14
5594 5859 22
5594 1551 19
5595 4769 13
5595 9275 11
5595 9984 25
5595 271 18
5595 9940 21
5595 3679 29
5595 8151 25
5595 4260 21
5595 9437 29
5595 1757 11
5595 5995 22
5595 6154 25
5596 8775 19
5596 3339 18
5596 5001 15
5596 2520 29
5596 5914 24
5596 5450 27
5596 9415 29
5596 320 21
5596 2539 13
5596 8580 15
5596 6229 28
5596 4302 15
5597 6953 27
5597 5651 29
5597 5243 24
5597 9448 13
5597 9014 13
5597 2588 11
5597 3569 24
5598 4897 22
5598 8433 18
5598 4746 17
5598 6545 21
5598 5239 12
5598 8036 29
5599 189 12
5599 7314 14
5599 208 23
5599 4596 16
5599 4138 13
5599 2389 13
5599 6790 13
5600 3007 18
5600 6423 29
5600 386 22
5600 1976 17
5600 9641 17
5600 7764 19
5600 788 15
5600 2311 29
5600 8941 20
5600 4102 23
5600 8042 19
5600 1925 18
5601 8138 24
5601 9399 29
5601 4434 24
5601 3472 25
5601 6741 19
5601 9094 14
5601 6113 27
5601 8905 26
5601 4306 25
5601 8635 24
5601 7091 20
5601 2331 20
5601 8347 21
5602 2614 19
5602 6134 16
5602 3714 11
5602 4242 26
5602 4224 19
5602 2506 11
5602 134 24
5602 9605 16
5602 6503 17
5602 1451 29
5602 77 12
5603 7749 18
5603 6804 24
5603 4794 26
5603 3870 21
5603 8729 16
5603 4140 13
5603 645 29
5603 8845 26
5603 5317 14
5603 5752 27
5604 9069 12
5604 8382 24
5604 6537 17
5604 5649 16
5604 8571 22
5604 6977 11
5604 3642 27
5604 4384 15
5604 2027 14
5604 2371 24
5604 6164 13
5605 8454 12
5605 3529 29
5605 2052 29
5605 5327 25
5605 6273 18
5605 9890 19
5605 2789 28
5605 1030 27
5605 6755 18
5606 2642 22
5606 3185 29
5606 6160 21
5606 79 19
5606 2513 21
5606 2551 19
5606 5545 21
5606 7919 14
5606 9210 24
5606 9783 13
5606 2736 17
5606 8722 13
5606 1374 26
5607 1846 24
5607 3256 16
5607 2476 29
5607 142 25
5607 5374 16
5607 4837 24
5607 5083 21
5607 4619 15
5607 5072 20
5607 8651 23
5607 2501 29
5607 4661 11
5607 1131 26
5607 6496 15
5607 816 14
5607 4761 27
5608 9924 20
5608 8026 12
5608 5259 23
5608 8567 22
5608 3151 23
5608 2947 22
5608 2019 21
5608 9679 23
5608 6936 25
5608 358 14
5608 2115 20
5608 8831 29
5608 3307 17
5609 5455 20
5609 1490 28
5609 9578 16
5609 3517 11
5609 6807 18
5609 5129 19
5609 2734 29
5609 490 11
5610 4735 29
5610 5117 27
5610 5386 28
5610 2566 28
5610 1006 16
5610 3991 23
5610 5182 21
5610 6678 22
5610 3439 25
5610 5863 11
5610 3660 18
5610 7174 25
5610 5014 19
5610 6682 20
5610 1662 19
5610 2303 22
5611 4753 19
5611 4335 20
5611 701 27
5611 974 25
5611 1712 22
5611 2055 29
5611 9057 12
5612 4421 26
5612 1009 16
5612 1942 18
5612 524 12
5612 5586 11
5612 5872 19
5612 2383 16
5612 9440 21
5613 6949 23
5613 4620 26
5613 8539 28
5613 3898 17
5613 1347 12
5613 9174 20
5613 8921 29
5613 3090 25
5613 2771 12
5614 5824 16
5614 1482 11
5614 9054 24
5614 292 25
5614 3265 12
5614 8763 24
5614 9807 23
5614 6097 24
5614 7962 23
5614 2072 13
5614 5332 12
5614 4303 11
5614 3692 14
5614 2946 29
5614 4607 27
5614 2763 29
5615 9356 26
5615 9269 25
5615 5662 15
5615 7042 25
5615 5617 18
5615 399 15
5615 4388 13
5615 6243 11
5615 1466 13
5616 287 13
5616 6674 20
5616 9500 26
5616 9507 29
5616 1161 15
5616 9041 11
5616 5287 22
5616 9508 11
5616 6675 18
5616 9053 24
5616 9976 22
5616 5451 13
5617 8820 20
5617 1222 13
5617 4081 19
5617 933 13
5617 5514 17
5617 9681 17
5617 6532 16
5617 4596 20
5617 3684 19
5617 9604 14
5617 9153 13
5617 4390 22
5618 4042 23
5618 8830 11
5618 252 12
5618 2164 20
5618 5208 12
5618 2466 23
5618 7865 26
5618 6021 13
5619 2068 27
5619 9402 28
5619 1213 27
5619 469 21
5619 4781 11
5619 2370 12
5619 1361 22
5619 2174 21
5619 4240 16
5619 4665 14
5619 2646 28
5619 1368 18
5619 5359 27
5619 5464 11
5620 2954 27
5620 1189 17
5620 9073 16
5620 1400 25
5620 2473 21
5620 1710 14
5620 4441 27
5620 2180 25
5620 2920 16
5620 4820 27
5621 6016 15
5621 7052 21
5621 2174 14
5621 11 25
5621 3783 25
5621 1806 28
5622 6631 11
5622 3620 14
5622 2437 26
5622 1880 15
5622 2288 24
5622 2129 20
5622 5351 15
5622 9925 12
5622 9219 26
5622 5000 20
5622 1656 16
5623 8204 16
5623 1522 26
5623 7553 13
5623 8890 13
5623 3136 11
5623 6419 18
5623 7241 24
5623 7510 17
5623 3686 15
5623 2030 20
5623 5023 27
5624 5335 12
5624 4438 29
5624 467 22
5624 8675 27
5624 2662 20
5624 8413 19
5624 1126 13
5624 7924 24
5624 1581 11
5624 1818 29
5625 6028 29
5625 8230 12
5625 1478 14
5625 8550 18
5625 6251 11
5625 2041 25
5625 4431 21
5625 4723 23
5625 4480 18
5625 5342 15
5625 224 12
5625 1716 28
5626 3973 23
5626 8894 26
5626 2783 16
5626 4257 29
5626 2607 13
5626 5159 17
5626 9574 29
5626 830 26
5626 4007 20
5626 2268 26
5626 6554 12
5626 1917 29
5627 5510 18
5627 4745 29
5627 7911 17
5627 4279 26
5627 2769 21
5628 9303 13
5628 9500 13
5628 7540 14
5628 8099 23
5628 6946 28
5628 3328 19
5628 8934 28
5628 8391 23
5629 7175 24
5629 5951 27
5629 9474 27
5629 1092 16
5629 862 12
5629 7927 27
5629 3230 14
5629 688 22
5629 5577 25
5629 1004 14
5629 9225 22
5629 8590 15
5629 764 13
5629 3297 16
5630 3733 29
5630 3505 15
5630 3552 26
5630 4728 16
5630 1179 23
5630 4174 11
5630 8051 16
5630 4381 17
5630 7226 23
5631 4890 12
5631 3850 22
5631 7381 28
5631 6287 17
5631 6211 12
5631 1409 14
5631 1502 23
5631 7250 18
5631 5099 11
5631 3993 15
5631 7125 14
5632 3806 14
5632 7939 16
5632 4550 12
5632 8213 14
5632 3255 16
5632 5775 28
5632 1188 23
5632 5500 21
5632 3156 14
5632 3517 22
5632 593 27
5633 2093 21
5633 1819 11
5633 4313 17
5633 565 19
5633 2740 17
5633 7101 15
5633 3202 17
5633 3172 29
5633 5333 24
5634 5889 28
5634 1453 14
5634 359 23
5634 8890 17
5634 2573 16
5634 8157 26
5634 5096 14
5634 8777 26
5634 5975 29
5634 1908 14
5634 2543 24
5634 9484 26
5635 3287 19
5635 9935 28
5635 928 24
5635 5967 11
5635 7620 29
5635 2042 24
5635 826 19
5635 5020 15
5635 9193 27
5636 5361 17
5636 5268 22
5636 4844 16
5636 9658 16
5636 3128 23
5636 8402 13
5636 1094 22
5636 9606 22
5636 6695 25
5636 8736 23
5636 3502 14
5636 3612 17
5637 1306 21
5637 2630 21
5637 2062 23
5637 742 11
5637 5854 28
5637 6516 12
5637 2551 11
5637 8534 27
5637 7200 23
5637 932 13
5637 3983 15
5638 330 18
5638 2162 23
5638 7017 17
5638 9969 27
5638 3431 13
5638 2191 13
5638 9860 12
5638 5447 16
5638 6471 12
5638 4217 15
5639 5127 18
5639 3083 19
5639 9955 16
5639 3152 24
5639 5517 18
5639 4209 20
5639 3638 27
5639 1521 19
5639 6785 16
5639 8260 17
5639 8918 15
5639 7266 29
5640 9741 29
5640 5668 13
5640 2765 15
5640 6948 24
5640 7265 17
5640 8647 12
5641 6089 26
5641 9510 28
5641 7422 18
5641 4934 26
5641 5141 22
5642 93 29
5642 47 21
5642 7727 21
5642 9093 13
5642 7815 13
5642 4955 28
5642 4049 18
5642 2108 17
5642 6389 21
5642 2996 12
5642 5263 12
5643 8907 28
5643 3072 19
5643 5298 19
5643 2180 17
5643 5932 24
5643 2654 26
5643 7056 22
5643 7207 20
5644 9180 24
5644 7199 19
5644 4228 11
5644 1984 19
5644 5055 12
5644 4774 21
5644 3978 22
5644 8922 19
5645 457 21
5645 2417 28
5645 118 13
5645 2202 21
5645 9366 16
5645 7756 14
5646 1917 24
5646 7962 27
5646 7625 17
5646 9124 18
5647 9082 23
5647 5588 12
5647 7493 22
5647 879 14
5647 9327 13
5647 6507 13
5647 9692 19
5647 7544 16
5647 3755 22
5647 678 29
5647 3134 16
5647 9962 22
5648 5916 20
5648 5717 16
5648 2807 24
5648 957 15
5648 8528 24
5648 1434 16
5648 6176 21
5649 8618 28
5649 8325 23
5649 9176 19
5649 2286 18
5649 8458 23
5649 3694 16
5649 3297 26
5649 5364 23
5650 7334 16
5650 6607 29
5650 3392 28
5650 3270 20
5650 6379 25
5650 6464 24
5650 747 18
5650 2210 24
5650 2054 11
5650 6752 28
5650 587 24
5651 9957 24
5651 8383 11
5651 4683 28
5651 848 17
5651 6432 17
5651 6915 27
5651 6447 16
5651 8603 16
5651 250 18
5651 4628 22
5652 3697 20
5652 1179 14
5652 2640 17
5652 7798 28
5652 5581 25
5652 4595 19
5652 9039 16
5652 112 18
5652 5402 29
5652 8701 20
5652 7333 14
5653 7989 12
5653 783 20
5653 8771 27
5653 6070 17
5653 4828 22
5653 5752 21
5653 3440 16
5653 6667 29
5653 8448 26
5653 6502 21
5654 9153 27
5654 4229 16
5654 6182 27
5654 4063 16
5654 6592 20
5654 3826 22
5654 5353 24
5654 6076 11
5654 9741 21
5654 6632 27
5654 5598 19
5654 4644 11
5654 2764 17
5654 5426 14
5654 1718 19
5654 9468 19
5655 5054 20
5655 2195 12
5655 3779 14
5655 2898 11
5655 4687 29
5655 3063 29
5655 6832 14
5655 4964 19
5655 4407 16
5655 1943 15
5655 8908 18
5655 6011 26
5655 1660 25
5655 7907 15
5655 2694 28
5655 7960 12
5655 144 23
5655 3997 13
5655 9407 19
5655 9977 28
5656 3122 29
5656 7419 15
5656 5137 11
5656 8481 17
5656 2349 15
5656 2179 26
5656 4450 20
5656 8014 13
5657 4252 17
5657 1533 25
5657 3603 12
5657 604 15
5657 9204 14
5657 5987 19
5657 2891 22
5657 7656 11
5657 7122 28
5657 7432 12
5657 8086 23
5657 7366 11
5658 4063 17
5658 7204 17
5658 2004 26
5658 7112 14
5658 4575 17
5658 4535 20
5658 7450 14
5658 4361 19
5658 3525 16
5658 7502 19
5659 6203 22
5659 6277 29
5659 9381 15
5659 1249 28
5659 1198 11
5659 6181 24
5659 2762 23
5659 7757 23
5659 4181 11
5659 3789 11
5659 9513 15
5659 881 24
5659 3629 24
5660 7671 12
5660 6793 25
5660 8675 21
5660 9035 23
5660 6087 12
5660 2486 21
5660 3651 19
5660 4081 26
5660 5815 16
5660 9251 15
5660 3571 24
5660 8170 29
5660 8855 11
5660 1598 18
5660 4290 29
5660 7947 26
5661 3571 26
5661 9672 20
5661 8222 29
5661 1333 22
5661 295 27
5661 1063 18
5661 1652 25
5661 8944 26
5661 9476 24
5661 6806 11
5661 5652 12
5661 1361 26
5661 1935 15
5661 5333 27
5661 2428 19
5661 3970 25
5662 8230 24
5662 1678 16
5662 2324 12
5662 270 17
5662 181 27
5662 1805 13
5662 6194 18
5662 3753 23
5662 9944 14
5662 4976 19
5663 3661 24
5663 336 26
5663 4528 16
5663 3162 25
5663 5632 20
5663 3196 28
5663 3829 11
5663 1438 26
5663 7900 19
5664 3715 11
5664 8794 25
5664 1482 11
5664 6394 14
5664 9508 16
5664 2776 29
5664 3800 14
5664 5528 24
5664 2216 29
5664 5657 17
5664 2657 11
5664 3590 14
5664 5814 24
5664 3403 22
5664 5829 23
5664 5077 26
5665 6588 14
5665 4114 22
5665 9448 13
5665 1399 15
5665 5247 16
5665 4372 11
5665 2553 25
5665 6270 14
5666 4368 17
5666 1194 28
5666 5884 17
5666 3887 29
5666 6203 13
5667 84 28
5667 5338 23
5667 1281 15
5667 1655 21
5667 8197 22
5667 875 21
5667 7277 23
5667 4948 28
5667 6598 28
5668 189 17
5668 6297 14
5668 7912 28
5668 4795 23
5668 2947 12
5668 2140 24
5668 3078 14
5668 8078 14
5668 1384 15
5669 6974 28
5669 9540 18
5669 7122 24
5669 7914 18
5669 9604 11
5669 642 14
5669 5605 26
5669 8760 23
5669 815 29
5669 2963 16
5669 5211 26
5670 1242 21
5670 3288 28
5670 1346 29
5670 7 29
5670 6771 22
5670 4330 23
5670 6616 23
5671 2270 20
5671 3595 19
5671 4953 21
5671 1996 21
5671 1171 15
5671 9637 19
5671 799 22
5671 4980 23
5672 2368 13
5672 8777 17
5672 3391 15
5672 3072 13
5672 9932 25
5672 2379 28
5672 2330 23
5672 9664 22
5672 8421 27
5672 3209 22
5673 3062 25
5673 5986 21
5673 7267 27
5673 3716 11
5673 1528 26
5673 9135 13
5673 9008 26
5673 7491 12
5673 3814 27
5673 9652 22
5673 1990 21
5674 215 11
5674 8968 19
5674 6087 18
5674 7983 16
5674 6486 18
5675 6453 17
5675 2085 23
5675 5370 24
5675 2839 19
5675 7984 11
5675 189 15
5676 7417 21
5676 1879 23
5676 4888 23
5676 5325 28
5676 9311 12
5676 3640 11
5676 7106 28
5676 3080 22
5676 2149 21
5676 7656 17
5676 1326 22
5676 5473 21
5676 1653 28
5677 5961 26
5677 8150 19
5677 1010 27
5677 859 29
5677 2172 22
5677 3855 26
5677 6280 17
5677 1143 13
5677 9396 22
5677 5705 11
5677 6462 27
5677 4852 23
5678 8530 25
5678 9261 12
5678 1439 23
5678 8671 21
5678 9280 22
5678 2513 12
5679 654 27
5679 2390 11
5679 7543 14
5679 2357 13
5679 6906 21
5679 3163 20
5679 4506 22
5679 6617 16
5679 3432 27
5679 8812 26
5679 6978 23
5679 6633 22
5679 4338 20
5679 6084 20
5680 6422 11
5680 9019 28
5680 7603 25
5680 362 23
5680 68 22
5680 2923 25
5680 9495 11
5680 9835 11
5680 3170 20
5680 3334 26
5681 223 25
5681 6339 25
5681 9707 25
5681 3314 28
5682 8083 27
5682 9740 14
5682 8583 26
5682 2340 15
5682 6654 24
5682 1362 15
5682 8237 15
5682 9733 16
5682 2566 16
5682 3232 19
5682 2893 17
5682 1578 28
5683 1742 28
5683 2737 28
5683 4187 28
5683 9720 26
5683 4969 29
5683 4934 16
5683 6952 15
5683 5309 16
5683 5725 15
5683 6591 20
5683 9173 18
5683 6090 13
5683 9148 18
5684 4801 14
5684 23 21
5684 8927 24
5684 9442 15
5684 6972 20
5684 5394 15
5684 3162 19
5684 2276 14
5684 8648 12
5684 8653 11
5685 4278 18
5685 6833 24
5685 6042 24
5685 1724 27
5685 3650 26
5685 5266 24
5685 7724 11
5685 8857 23
5685 6940 16
5685 2473 26
5685 8667 18
5686 6199 20
5686 3655 12
5686 7998 15
5686 3950 27
5686 6370 28
5686 9666 24
5686 8840 23
5686 1803 25
5687 522 24
5687 510 12
5687 669 20
5687 7416 18
5687 9252 29
5687 7725 26
5687 7705 13
5688 4507 15
5688 450 29
5688 9996 15
5688 9160 17
5688 1014 16
5688 7556 24
5689 7030 28
5689 3903 21
5689 5111 17
5689 1473 15
5689 1462 14
5689 1671 16
5689 7251 15
5689 2556 29
5689 1381 16
5689 2351 18
5690 7313 18
5690 8712 22
5690 7470 15
5690 4806 21
5690 1101 27
5690 298 21
5690 1370 29
5690 4765 20
5690 6974 15
5690 5041 13
5691 7752 24
5691 2430 19
5691 9828 19
5691 9553 23
5691 8663 27
5692 7063 24
5692 1521 16
5692 5699 25
5692 9850 16
5692 4579 13
5692 3155 24
5693 537 21
5693 5537 12
5693 6054 24
5693 523 29
5693 46 26
5693 7072 12
5693 1705 13
5693 762 13
5693 2034 16
5693 2646 15
5693 9924 20
5693 5215 27
5693 5043 11
5693 4354 29
5693 7269 21
5694 608 16
5694 8999 20
5694 4534 28
5694 5942 23
5694 156 15
5694 8961 23
5694 4916 18
5694 9738 12
5695 5333 12
5695 6141 20
5695 3979 13
5695 5509 27
5695 2513 12
5696 3298 14
5696 8398 13
5696 9524 12
5696 249 18
5696 9453 15
5696 9507 29
5696 3840 20
5696 137 24
5696 2653 11
5696 5407 26
5696 2880 16
5696 5330 28
5696 9736 16
5697 4613 12
5697 1100 17
5697 5040 14
5697 774 28
5697 4889 17
5697 501 26
5697 2562 28
5697 356 18
5697 179 11
5697 4133 16
5698 1302 18
5698 1593 17
5698 5062 19
5698 6184 11
5698 5502 21
5698 15 28
5698 9372 14
5698 5612 20
5698 218 29
5698 8208 14
5698 6480 17
5699 993 13
5699 1442 14
5699 8070 22
5699 989 21
5699 6334 29
5699 8956 17
5699 5605 12
5699 9150 18
5699 6576 13
5699 2682 24
5699 1930 15
5700 117 20
5700 8202 17
5700 9573 20
5700 1558 22
5700 8241 24
5700 1705 28
5700 2006 27
5700 8068 22
5700 5873 14
5700 9289 17
5701 6829 19
5701 7964 27
5701 4438 24
5701 1513 16
5701 2257 24
5701 1835 16
5702 5996 21
5702 3 13
5702 9316 17
5702 1443 16
5702 9209 23
5702 8769 16
5702 3934 13
5702 6834 11
5702 4007 22
5702 48 24
5703 2119 11
5703 8882 18
5703 3703 28
5703 5383 17
5703 4715 12
5703 2151 28
5703 3949 11
5704 4647 16
5704 8801 13
5704 4065 26
5704 4532 12
5704 3391 28
5704 5129 23
5704 6869 28
5704 7775 21
5704 4946 12
5704 7898 14
5704 8863 21
5704 8864 18
5704 3084 19
5704 9682 20
5704 8277 15
5704 3864 19
5704 7834 24
5705 626 15
5705 2322 14
5705 1301 29
5705 3513 16
5705 7972 23
5705 2305 23
5706 1817 17
5706 8075 17
5706 9160 23
5706 4175 11
5706 9720 17
5707 9439 23
5707 797 27
5707 7203 27
5707 9302 19
5707 753 29
5707 8395 12
5707 6791 23
5707 1512 25
5707 6986 28
5707 8031 15
5707 2953 28
5708 8724 23
5708 1554 14
5708 4989 22
5708 8829 22
5708 1240 22
5708 3641 13
5708 6338 20
5708 2542 19
5708 5279 26
5708 9473 16
5709 498 27
5709 8298 23
5709 9678 17
5709 553 12
5709 9349 26
5709 980 27
5709 4482 26
5709 6915 14
5710 9686 13
5710 9319 26
5710 3879 21
5710 7305 17
5710 769 15
5710 2176 27
5710 6549 28
5710 5346 19
5711 4741 19
5711 3451 17
5711 6431 20
5712 5409 28
5712 5176 27
5712 6597 28
5712 6545 12
5712 1965 24
5712 5273 13
5712 5220 18
5712 1093 24
5712 2828 21
5712 2724 27
5712 1588 24
5713 6480 21
5713 9601 28
5713 9188 17
5713 1135 12
5713 1641 25
5713 8085 18
5713 30 16
5713 9362 14
5713 1297 16
5714 3834 29
5714 7357 23
5714 3361 19
5714 7937 23
5714 8094 24
5714 5618 29
5714 4461 12
5714 9675 20
5714 1054 22
5714 5276 18
5714 3513 19
5714 1561 25
5714 4103 20
5714 9852 22
5715 9881 29
5715 8993 14
5715 3265 26
5715 6152 15
5715 751 14
5715 5951 22
5715 6718 16
5716 210 24
5716 7135 21
5716 2816 19
5716 9242 12
5716 1833 14
5716 6498 12
5716 391 28
5716 4707 17
5716 7192 25
5716 1910 21
5717 396 27
5717 6078 17
5717 9384 25
5717 3405 23
5717 7276 20
5717 9220 25
5717 7937 17
5718 9030 22
5718 5809 27
5718 9269 15
5718 5206 14
5718 3326 29
5719 4104 27
5719 2582 22
5719 2349 15
5719 2916 28
5719 2936 21
5719 5300 17
5719 4501 21
5719 4519 23
5720 2130 11
5720 4768 14
5720 5575 21
5720 4974 29
5720 2412 27
5720 5121 26
5720 8528 13
5720 7690 12
5720 4923 28
5720 750 20
5720 7622 26
5720 3482 18
5720 2815 11
5720 9867 16
5720 9826 17
5720 1649 27
5720 6805 29
5720 4920 13
5720 7241 14
5720 4597 26
5721 9112 23
5721 4218 19
5721 1609 21
5721 3548 19
5721 5740 17
5721 9081 23
5721 8086 29
5721 2753 28
5721 1033 22
5721 5897 15
5721 6791 14
5721 5657 20
5722 2631 15
5722 8935 29
5722 1322 16
5722 4930 16
5722 1126 25
5722 4049 13
5722 9666 27
5722 6510 12
5722 9582 26
5722 9526 21
5723 3320 22
5723 950 19
5723 4427 21
5724 4788 13
5724 1703 15
5724 4045 18
5724 2213 17
5724 6890 21
5724 157 13
5724 1115 17
5724 9556 27
5725 7989 25
5725 8321 17
5725 5370 28
5725 4134 12
5725 1836 20
5726 4678 29
5726 6911 27
5726 6900 23
5726 2121 11
5726 1282 22
5726 9504 11
5726 915 25
5726 8832 24
5726 4398 26
5726 4505 15
5727 4020 12
5727 3030 25
5727 4407 29
5727 1535 22
5727 4810 24
5727 7881 12
5727 9469 23
5727 5610 17
5727 1954 27
5727 3224 15
5727 4834 16
5727 4446 25
5727 6224 27
5727 1623 12
5727 3525 16
5727 8894 21
5727 8666 16
5728 8817 29
5728 3357 19
5728 4929 27
5728 4722 15
5728 4650 25
5728 887 20
5728 616 11
5728 5372 28
5729 9558 28
5729 7139 25
5729 248 29
5729 9788 29
5729 2532 18
5729 5030 12
5729 4844 27
5729 3975 23
5729 4140 26
5729 3193 14
5729 3140 22
5730 1467 11
5730 7622 24
5730 8965 14
5730 8623 23
5730 7816 21
5730 9204 28
5730 689 23
5731 6943 14
5731 2514 16
5731 9833 19
5731 9067 20
5731 4105 16
5731 6374 17
5732 7794 22
5732 7931 24
5732 2277 14
5732 366 25
5732 6068 22
5732 6817 25
5732 6629 17
5732 635 20
5732 7590 14
5732 5107 21
5732 6455 25
5732 9850 13
5733 609 29
5733 7617 13
5733 1367 13
5733 1461 15
5733 581 25
5733 2322 14
5733 5262 24
5733 3260 13
5733 8274 23
5733 7788 16
5733 568 13
5734 7160 22
5734 2526 23
5734 8559 13
5734 1107 18
5734 4140 18
5735 8530 18
5735 9583 22
5735 2895 24
5735 1340 23
5735 8429 24
5735 8500 19
5735 7532 21
5735 5550 18
5735 9232 18
5736 9228 23
5736 5501 19
5736 8568 13
5736 2225 22
5736 1908 17
5736 2812 23
5736 4150 23
5736 5544 23
5736 5089 28
5736 5717 17
5737 4070 12
5737 8081 26
5737 1265 17
5737 76 25
5738 6633 23
5738 8208 26
5738 9748 24
5738 8217 21
5738 496 11
5738 9621 25
5738 9649 12
5738 3827 19
5738 222 15
5738 4917 25
5739 9212 16
5739 8751 29
5739 6047 16
5739 339 24
5739 2046 14
5739 137 22
5739 2487 23
5739 3028 12
5739 6380 18
5739 4493 27
5739 4296 26
5739 2047 15
5740 2066 22
5740 9842 24
5740 3430 25
5740 5222 25
5740 7274 13
5740 225 24
5740 7686 20
5740 8973 16
5740 3391 27
5741 9985 14
5741 5113 16
5741 2393 28
5741 4072 16
5741 7421 13
5741 787 25
5741 4147 17
5741 2922 23
5742 6073 24
5742 3054 25
5742 342 20
5742 7678 28
5742 1107 18
5742 2381 21
5742 7082 29
5742 5142 29
5742 3946 11
5743 2404 22
5743 6043 20
5743 272 17
5743 9816 28
5743 829 15
5743 5348 17
5743 9933 12
5743 5101 19
5743 1505 26
5743 710 29
5743 3397 26
5743 3671 20
5743 8723 27
5743 9402 17
5743 3202 22
5743 5775 28
5744 7871 15
5744 2838 23
5744 181 17
5744 8603 20
5744 1080 27
5744 3125 20
5745 2951 17
5745 319 13
5745 1681 24
5745 5006 24
5745 4303 26
5745 815 18
5745 4618 14
5745 2714 23
5745 1404 12
5745 8827 17
5745 2885 17
5745 7753 29
5745 4177 17
5745 3502 17
5746 2986 17
5746 8510 18
5746 5954 22
5746 410 21
5746 9250 29
5746 861 12
5746 4968 29
5746 1155 17
5746 1983 18
5746 3467 27
5747 1107 23
5747 361 12
5747 5984 29
5747 9360 12
5747 6191 11
5747 5271 26
5748 4541 17
5748 277 23
5748 4859 29
5748 9969 20
5748 5184 27
5748 157 28
5748 483 11
5748 9556 14
5748 3918 22
5748 2517 26
5748 3811 14
5749 9471 12
5749 4081 15
5749 4347 23
5749 5182 26
5749 180 23
5749 7682 27
5749 1417 17
5749 4257 13
5749 1755 20
5749 7407 12
5749 1624 27
5749 754 14
5750 1858 22
5750 9475 27
5750 9588 25
5750 9076 27
5750 715 27
5750 4850 26
5750 1208 12
5750 5865 20
5750 3345 21
5751 5271 19
